timestamp tx ty tz qx qy qz qw 
1305033538.0064 0.9829 -0.9346 0.6574 -0.3754 0.8185 -0.3809 0.2098
1305033538.0465 0.991 -0.9425 0.6577 -0.3691 0.8222 -0.382 0.2043
1305033538.0765 0.9973 -0.9487 0.6581 -0.3664 0.8231 -0.384 0.202
1305033538.1065 1.0032 -0.9545 0.6591 -0.3637 0.8246 -0.3852 0.1984
1305033538.1465 1.0115 -0.9627 0.661 -0.3593 0.8257 -0.3888 0.1951
1305033538.1766 1.0179 -0.9692 0.6628 -0.3553 0.8265 -0.3915 0.1935
1305033538.2066 1.0239 -0.9752 0.6642 -0.3497 0.8295 -0.392 0.1898
1305033538.2466 1.0321 -0.9839 0.6666 -0.3423 0.832 -0.3949 0.1864
1305033538.2766 1.0382 -0.9902 0.6684 -0.3365 0.8333 -0.3983 0.1838
1305033538.3166 1.0461 -0.9984 0.6703 -0.3296 0.835 -0.4022 0.18
1305033538.3466 1.0519 -1.0038 0.6718 -0.3247 0.8372 -0.4035 0.1759
1305033538.3766 1.0577 -1.0093 0.6726 -0.3203 0.8382 -0.4064 0.1723
1305033538.4167 1.0654 -1.0159 0.6737 -0.3136 0.8393 -0.4113 0.1673
1305033538.4466 1.0713 -1.0209 0.6749 -0.3096 0.8396 -0.4146 0.1651
1305033538.4668 1.0751 -1.0236 0.6759 -0.3069 0.8409 -0.4151 0.1627
1305033538.5167 1.0848 -1.031 0.6783 -0.2968 0.8432 -0.4189 0.1595
1305033538.5467 1.0907 -1.0354 0.6795 -0.2899 0.8446 -0.4217 0.1574
1305033538.5767 1.0967 -1.0396 0.6807 -0.2842 0.8459 -0.424 0.1547
1305033538.6168 1.1047 -1.0455 0.6827 -0.2744 0.8475 -0.4286 0.1509
1305033538.6468 1.1107 -1.0495 0.6845 -0.2674 0.8492 -0.4307 0.1479
1305033538.6768 1.1166 -1.0536 0.6863 -0.26 0.8503 -0.4339 0.1453
1305033538.7168 1.1244 -1.0589 0.689 -0.2489 0.8527 -0.4371 0.1411
1305033538.7468 1.1301 -1.0626 0.691 -0.241 0.8545 -0.4388 0.1383
1305033538.7768 1.1358 -1.0667 0.6933 -0.2327 0.8552 -0.4426 0.136
1305033538.8168 1.1428 -1.0724 0.6956 -0.2201 0.8569 -0.4466 0.1337
1305033538.8469 1.1481 -1.0773 0.6974 -0.2108 0.8566 -0.4521 0.1322
1305033538.8769 1.1529 -1.0814 0.6992 -0.2044 0.8586 -0.4523 0.1284
1305033538.917 1.1587 -1.0878 0.7009 -0.195 0.8588 -0.4574 0.1235
1305033538.947 1.1625 -1.0925 0.7021 -0.1866 0.8598 -0.4597 0.1205
1305033538.977 1.1663 -1.0974 0.7034 -0.1781 0.8617 -0.4601 0.1187
1305033539.017 1.1709 -1.104 0.7046 -0.1665 0.8628 -0.4627 0.1173
1305033539.047 1.1741 -1.1092 0.7052 -0.1594 0.8636 -0.4642 0.1153
1305033539.087 1.1779 -1.1159 0.706 -0.1521 0.8653 -0.4645 0.1113
1305033539.117 1.1805 -1.1213 0.7064 -0.1469 0.8659 -0.4657 0.1088
1305033539.147 1.1829 -1.1267 0.7068 -0.1417 0.8664 -0.4668 0.1065
1305033539.187 1.1858 -1.134 0.7066 -0.1361 0.8666 -0.4686 0.1048
1305033539.2173 1.1877 -1.1396 0.7065 -0.131 0.8679 -0.4678 0.1036
1305033539.2471 1.1893 -1.1456 0.7059 -0.1275 0.8677 -0.4696 0.1017
1305033539.2771 1.1909 -1.1516 0.7047 -0.1246 0.868 -0.4702 0.0995
1305033539.3171 1.1923 -1.1596 0.7032 -0.1204 0.8688 -0.4707 0.0956
1305033539.3471 1.1932 -1.1655 0.7017 -0.1173 0.869 -0.4717 0.0928
1305033539.3771 1.1936 -1.1714 0.7004 -0.1133 0.8692 -0.4725 0.0917
1305033539.4072 1.1938 -1.177 0.6988 -0.1089 0.871 -0.4704 0.0901
1305033539.4472 1.1938 -1.185 0.6966 -0.1036 0.8724 -0.4698 0.0869
1305033539.4771 1.1936 -1.1908 0.695 -0.1012 0.8739 -0.4679 0.084
1305033539.5073 1.1934 -1.1967 0.6937 -0.1 0.8743 -0.468 0.0815
1305033539.5472 1.1924 -1.2048 0.692 -0.0967 0.8756 -0.4668 0.0775
1305033539.5772 1.1914 -1.2106 0.6906 -0.0939 0.8768 -0.4656 0.0749
1305033539.6073 1.1902 -1.2165 0.6892 -0.0916 0.8781 -0.464 0.0732
1305033539.6472 1.1885 -1.2242 0.687 -0.0887 0.8795 -0.4622 0.0704
1305033539.6773 1.1866 -1.2298 0.6856 -0.0879 0.8808 -0.4605 0.0665
1305033539.7072 1.1847 -1.2351 0.6846 -0.087 0.8814 -0.46 0.0633
1305033539.7473 1.1825 -1.242 0.6833 -0.0866 0.8826 -0.4579 0.0618
1305033539.7773 1.1809 -1.2472 0.6822 -0.0863 0.8822 -0.4589 0.0604
1305033539.8074 1.1788 -1.2521 0.6813 -0.0858 0.8826 -0.4588 0.057
1305033539.8474 1.176 -1.2581 0.6802 -0.0828 0.8834 -0.458 0.0549
1305033539.8774 1.1737 -1.2622 0.6797 -0.08 0.8839 -0.4577 0.0531
1305033539.9074 1.1713 -1.2661 0.6794 -0.0771 0.8842 -0.4578 0.052
1305033539.9474 1.1683 -1.2706 0.6788 -0.0734 0.8843 -0.4584 0.0508
1305033539.9774 1.1662 -1.2732 0.6783 -0.0706 0.884 -0.4594 0.0493
1305033540.0075 1.1639 -1.2754 0.678 -0.0677 0.8843 -0.4594 0.0483
1305033540.0475 1.1612 -1.2769 0.6771 -0.0634 0.8849 -0.459 0.0478
1305033540.0774 1.1593 -1.2773 0.6764 -0.0607 0.8851 -0.459 0.0478
1305033540.1075 1.1574 -1.2768 0.6757 -0.0593 0.8857 -0.4581 0.0464
1305033540.1475 1.1551 -1.2755 0.6743 -0.0554 0.8855 -0.4589 0.0461
1305033540.1776 1.1529 -1.274 0.6735 -0.0525 0.8862 -0.4581 0.0449
1305033540.2175 1.1499 -1.2711 0.6727 -0.0478 0.8868 -0.4576 0.0439
1305033540.2476 1.1479 -1.2684 0.6719 -0.0445 0.8867 -0.4582 0.043
1305033540.2776 1.146 -1.2649 0.671 -0.0417 0.8877 -0.4566 0.0425
1305033540.3076 1.1436 -1.2621 0.6706 -0.0397 0.8865 -0.4591 0.0414
1305033540.3477 1.1413 -1.2571 0.6697 -0.0367 0.8864 -0.4596 0.0417
1305033540.3776 1.1393 -1.2527 0.6692 -0.0349 0.8867 -0.4592 0.0402
1305033540.4076 1.1371 -1.2481 0.669 -0.0334 0.8869 -0.459 0.0394
1305033540.4476 1.1341 -1.2415 0.6682 -0.0318 0.8876 -0.4579 0.0386
1305033540.4776 1.132 -1.2365 0.6675 -0.0296 0.8873 -0.4588 0.0369
1305033540.5077 1.13 -1.2318 0.6673 -0.0272 0.8872 -0.4591 0.0367
1305033540.5477 1.1272 -1.2252 0.6667 -0.0257 0.8866 -0.4604 0.0357
1305033540.5776 1.1255 -1.2196 0.6657 -0.0258 0.8875 -0.4587 0.0347
1305033540.6077 1.1237 -1.2146 0.6642 -0.025 0.8866 -0.4607 0.0331
1305033540.6477 1.1213 -1.2075 0.6617 -0.0227 0.888 -0.4581 0.0321
1305033540.6778 1.1192 -1.2027 0.6597 -0.0212 0.8889 -0.4565 0.0298
1305033540.7078 1.1172 -1.1979 0.6578 -0.0194 0.8894 -0.4558 0.0272
1305033540.7477 1.1148 -1.1917 0.6557 -0.0175 0.89 -0.4549 0.0259
1305033540.7778 1.113 -1.1872 0.6547 -0.0164 0.8911 -0.4529 0.0246
1305033540.8079 1.1115 -1.183 0.6536 -0.0146 0.8916 -0.4519 0.0243
1305033540.8478 1.1096 -1.1781 0.6527 -0.0119 0.8919 -0.4515 0.0242
1305033540.8778 1.1083 -1.1745 0.6525 -0.0106 0.8917 -0.4518 0.0233
1305033540.9078 1.1067 -1.1713 0.6528 -0.0096 0.8914 -0.4525 0.0221
1305033540.9478 1.1047 -1.1669 0.6538 -0.008 0.8918 -0.4519 0.0219
1305033540.9779 1.1031 -1.164 0.6548 -0.0058 0.8903 -0.4549 0.0215
1305033541.0079 1.1012 -1.1608 0.6559 -0.0035 0.8899 -0.4556 0.0214
1305033541.0479 1.0988 -1.1563 0.6573 -0.0004 0.8898 -0.4558 0.021
1305033541.0879 1.0964 -1.1514 0.6584 0.0023 0.8898 -0.4559 0.0192
1305033541.1179 1.0943 -1.1481 0.6595 0.0047 0.8888 -0.458 0.0176
1305033541.148 1.0924 -1.1445 0.6603 0.0073 0.8879 -0.4596 0.0179
1305033541.1778 1.0906 -1.14 0.6611 0.009 0.8881 -0.4593 0.0165
1305033541.2179 1.0881 -1.1342 0.662 0.0107 0.887 -0.4614 0.0143
1305033541.2479 1.0861 -1.1292 0.6627 0.0126 0.887 -0.4615 0.0127
1305033541.2779 1.084 -1.1239 0.6632 0.0138 0.8869 -0.4616 0.0113
1305033541.3179 1.0814 -1.1167 0.6638 0.0165 0.8863 -0.4628 0.0098
1305033541.3479 1.0791 -1.1106 0.6643 0.0181 0.887 -0.4613 0.0071
1305033541.3779 1.0769 -1.105 0.6645 0.0211 0.8865 -0.4622 0.0052
1305033541.4178 1.0743 -1.0972 0.6644 0.0246 0.8862 -0.4626 0.0033
1305033541.4479 1.0724 -1.0912 0.6645 0.0273 0.8876 -0.4598 0.002
1305033541.4779 1.0706 -1.0857 0.6643 0.0304 0.887 -0.4608 -0.0001
1305033541.5179 1.0684 -1.0782 0.6639 0.0323 0.8877 -0.4593 -0.0013
1305033541.5479 1.0665 -1.073 0.6639 0.0345 0.8869 -0.4607 -0.0037
1305033541.5779 1.0645 -1.0677 0.6639 0.0375 0.8878 -0.4587 -0.0059
1305033541.6179 1.0618 -1.0607 0.6643 0.0416 0.8877 -0.4584 -0.0067
1305033541.6478 1.0593 -1.0558 0.665 0.0457 0.8877 -0.4582 -0.0077
1305033541.6779 1.0571 -1.0506 0.6655 0.0493 0.8878 -0.4574 -0.0093
1305033541.718 1.054 -1.0439 0.6664 0.0526 0.889 -0.4548 -0.0087
1305033541.7479 1.0509 -1.0394 0.6666 0.0537 0.888 -0.4567 -0.0108
1305033541.7779 1.0478 -1.0348 0.6672 0.0562 0.888 -0.4561 -0.0132
1305033541.8179 1.0438 -1.028 0.6675 0.0595 0.8886 -0.4546 -0.0135
1305033541.8479 1.0405 -1.0231 0.6673 0.062 0.8885 -0.4545 -0.014
1305033541.8779 1.0373 -1.0176 0.6671 0.0629 0.8895 -0.4523 -0.0162
1305033541.9179 1.0323 -1.0107 0.6662 0.0656 0.8893 -0.4521 -0.02
1305033541.9479 1.0284 -1.0049 0.6657 0.0692 0.8902 -0.4498 -0.0208
1305033541.9779 1.0242 -0.9996 0.6653 0.0729 0.8903 -0.449 -0.0221
1305033542.0179 1.0191 -0.9913 0.664 0.0775 0.891 -0.4466 -0.0243
1305033542.0479 1.015 -0.9852 0.663 0.0807 0.8914 -0.4453 -0.027
1305033542.0779 1.011 -0.9792 0.6621 0.0833 0.8913 -0.4447 -0.0283
1305033542.1178 1.0057 -0.9712 0.6602 0.0874 0.8915 -0.4434 -0.0296
1305033542.1479 1.0018 -0.9653 0.659 0.0902 0.8917 -0.4424 -0.0308
1305033542.1779 0.9981 -0.9595 0.6576 0.0922 0.8918 -0.4418 -0.0318
1305033542.2179 0.9925 -0.9522 0.6561 0.0959 0.8916 -0.4411 -0.0345
1305033542.2479 0.9886 -0.9466 0.6553 0.0999 0.8909 -0.4416 -0.0367
1305033542.2779 0.9847 -0.941 0.6546 0.1036 0.8908 -0.4408 -0.0377
1305033542.318 0.9798 -0.9333 0.6539 0.1082 0.8898 -0.4416 -0.0389
1305033542.3479 0.9766 -0.9277 0.6538 0.1114 0.8893 -0.4418 -0.0391
1305033542.3779 0.9734 -0.9217 0.6535 0.1137 0.8886 -0.4425 -0.0396
1305033542.4179 0.9692 -0.9138 0.6531 0.1171 0.8881 -0.4427 -0.0398
1305033542.4479 0.9661 -0.9076 0.6526 0.1191 0.8878 -0.4427 -0.0406
1305033542.4779 0.9626 -0.9015 0.6519 0.1217 0.8872 -0.4431 -0.042
1305033542.518 0.9582 -0.8931 0.6515 0.1248 0.8856 -0.4452 -0.044
1305033542.5479 0.9546 -0.8865 0.6509 0.1281 0.884 -0.4472 -0.0454
1305033542.5779 0.9512 -0.8797 0.651 0.1316 0.8832 -0.4477 -0.047
1305033542.6179 0.9468 -0.87 0.651 0.1362 0.8822 -0.4481 -0.0486
1305033542.6478 0.9437 -0.8622 0.6511 0.1399 0.8809 -0.4494 -0.0501
1305033542.6879 0.9401 -0.8518 0.6506 0.1441 0.8794 -0.4508 -0.052
1305033542.7179 0.9377 -0.8434 0.65 0.1459 0.8791 -0.4505 -0.0538
1305033542.7479 0.9355 -0.8347 0.6499 0.1483 0.8791 -0.4496 -0.0555
1305033542.7879 0.9333 -0.8232 0.6498 0.1501 0.879 -0.4489 -0.0575
1305033542.8179 0.9318 -0.8148 0.6495 0.1519 0.8784 -0.4492 -0.059
1305033542.8479 0.9304 -0.806 0.6496 0.154 0.8789 -0.4472 -0.0611
1305033542.8779 0.9288 -0.7982 0.6495 0.1563 0.8776 -0.4488 -0.0624
1305033542.9178 0.9266 -0.7876 0.6488 0.1593 0.8774 -0.4482 -0.0625
1305033542.9478 0.9252 -0.78 0.6478 0.1609 0.8774 -0.4474 -0.064
1305033542.9879 0.9232 -0.7701 0.6469 0.1616 0.8778 -0.4459 -0.0672
1305033543.0179 0.9219 -0.7631 0.6458 0.1635 0.8778 -0.4452 -0.0677
1305033543.0479 0.9206 -0.7565 0.6451 0.1656 0.8771 -0.4456 -0.0686
1305033543.0778 0.9195 -0.75 0.6443 0.168 0.8767 -0.4452 -0.07
1305033543.1179 0.9176 -0.742 0.6435 0.1708 0.8756 -0.4462 -0.0708
1305033543.1478 0.9163 -0.7362 0.643 0.1748 0.8747 -0.4463 -0.0717
1305033543.1879 0.914 -0.7287 0.6422 0.1784 0.8737 -0.4465 -0.074
1305033543.2179 0.9125 -0.7228 0.642 0.1816 0.8732 -0.4456 -0.0765
1305033543.2479 0.9109 -0.717 0.6424 0.1844 0.8731 -0.4446 -0.078
1305033543.2778 0.9095 -0.7109 0.6431 0.1882 0.8725 -0.444 -0.0792
1305033543.3179 0.9075 -0.7036 0.644 0.1949 0.8712 -0.4433 -0.0809
1305033543.3479 0.9062 -0.6983 0.6443 0.1993 0.8702 -0.4432 -0.0815
1305033543.3779 0.905 -0.693 0.6447 0.2031 0.8696 -0.4422 -0.0834
1305033543.4179 0.9034 -0.6862 0.6451 0.2097 0.8686 -0.4404 -0.0867
1305033543.4479 0.9023 -0.6807 0.6456 0.2146 0.8676 -0.4396 -0.0896
1305033543.4879 0.9011 -0.6736 0.6463 0.2232 0.8662 -0.4377 -0.0911
1305033543.5178 0.9007 -0.6685 0.6467 0.2299 0.8636 -0.4389 -0.0928
1305033543.5479 0.9004 -0.6634 0.6468 0.2359 0.862 -0.4383 -0.0957
1305033543.5779 0.9004 -0.6579 0.647 0.2407 0.8609 -0.4373 -0.0986
1305033543.6178 0.9018 -0.651 0.646 0.2467 0.859 -0.4371 -0.1009
1305033543.6478 0.9025 -0.6457 0.6454 0.2498 0.8576 -0.4373 -0.1046
1305033543.6779 0.9039 -0.6396 0.6443 0.2543 0.8568 -0.4352 -0.1085
1305033543.7179 0.9061 -0.6309 0.6428 0.2613 0.8559 -0.4316 -0.1134
1305033543.7479 0.9081 -0.6243 0.6419 0.2669 0.8555 -0.4281 -0.1167
1305033543.788 0.9111 -0.6154 0.641 0.2748 0.8537 -0.4255 -0.121
1305033543.8178 0.9137 -0.6085 0.6407 0.2808 0.8523 -0.4236 -0.1235
1305033543.8478 0.9166 -0.6019 0.64 0.2853 0.8509 -0.4229 -0.1255
1305033543.8779 0.9196 -0.595 0.639 0.289 0.8503 -0.421 -0.1274
1305033543.9178 0.9234 -0.5861 0.6371 0.294 0.849 -0.4187 -0.1322
1305033543.9479 0.9259 -0.5794 0.6359 0.2972 0.8489 -0.4156 -0.1354
1305033543.9779 0.9292 -0.5733 0.6343 0.3022 0.8472 -0.4149 -0.1369
1305033544.0178 0.9328 -0.5652 0.6324 0.3075 0.846 -0.4127 -0.1392
1305033544.0478 0.9352 -0.5594 0.6308 0.3111 0.8442 -0.4127 -0.1422
1305033544.0879 0.9389 -0.5512 0.6286 0.3153 0.8439 -0.4093 -0.1446
1305033544.1179 0.9413 -0.5456 0.6273 0.3186 0.8424 -0.409 -0.147
1305033544.1478 0.944 -0.5397 0.626 0.3218 0.841 -0.4087 -0.1492
1305033544.1779 0.9467 -0.534 0.6249 0.3253 0.8398 -0.4076 -0.1511
1305033544.2179 0.9501 -0.5263 0.6233 0.3305 0.8384 -0.4058 -0.1523
1305033544.2478 0.9527 -0.5206 0.6221 0.3343 0.8371 -0.4047 -0.1539
1305033544.2779 0.9554 -0.5148 0.6209 0.338 0.836 -0.4033 -0.1555
1305033544.3179 0.9592 -0.5074 0.6194 0.3441 0.835 -0.4 -0.1562
1305033544.3478 0.9614 -0.502 0.6181 0.3477 0.8336 -0.399 -0.1581
1305033544.3779 0.9636 -0.4966 0.6171 0.3518 0.832 -0.3981 -0.16
1305033544.4179 0.9668 -0.4896 0.6158 0.3575 0.8303 -0.3959 -0.1617
1305033544.4479 0.9689 -0.4845 0.6151 0.3625 0.8288 -0.3941 -0.1623
1305033544.4779 0.9709 -0.4793 0.6147 0.3667 0.8279 -0.392 -0.1627
1305033544.5179 0.9732 -0.4729 0.6141 0.3723 0.8254 -0.3912 -0.1644
1305033544.5478 0.9745 -0.4684 0.6139 0.3763 0.823 -0.3921 -0.1654
1305033544.5779 0.9759 -0.4638 0.614 0.3799 0.8214 -0.3919 -0.1657
1305033544.6179 0.9776 -0.4576 0.614 0.3847 0.8193 -0.3906 -0.168
1305033544.6478 0.9785 -0.4528 0.6144 0.388 0.818 -0.3895 -0.169
1305033544.6779 0.9794 -0.4482 0.6145 0.3917 0.8157 -0.3897 -0.1711
1305033544.7179 0.9803 -0.4421 0.6149 0.398 0.8136 -0.3875 -0.1716
1305033544.7479 0.9807 -0.4372 0.6151 0.4032 0.812 -0.3849 -0.173
1305033544.7879 0.9806 -0.4314 0.6156 0.4082 0.8088 -0.3847 -0.1765
1305033544.8178 0.9804 -0.4268 0.6161 0.4123 0.807 -0.3832 -0.1785
1305033544.8478 0.9804 -0.4224 0.6169 0.4167 0.8049 -0.382 -0.1805
1305033544.8879 0.9799 -0.4168 0.6184 0.4232 0.8021 -0.3796 -0.1826
1305033544.9179 0.9792 -0.412 0.619 0.4268 0.8003 -0.3781 -0.1855
1305033544.9479 0.9786 -0.4081 0.6204 0.4316 0.7977 -0.3772 -0.1872
1305033544.9879 0.9778 -0.4029 0.6223 0.4375 0.7949 -0.3754 -0.1893
1305033545.0179 0.977 -0.3994 0.6236 0.4414 0.7928 -0.3749 -0.1902
1305033545.0479 0.9764 -0.3959 0.625 0.4451 0.791 -0.3734 -0.1914
1305033545.0779 0.9755 -0.3927 0.6257 0.4476 0.789 -0.374 -0.1933
1305033545.1178 0.9749 -0.3882 0.6267 0.4503 0.789 -0.3696 -0.195
1305033545.1479 0.9736 -0.3854 0.6277 0.4512 0.7875 -0.3702 -0.198
1305033545.1779 0.9726 -0.383 0.6287 0.4533 0.7861 -0.3699 -0.1995
1305033545.2178 0.971 -0.3796 0.6296 0.4573 0.7844 -0.3682 -0.2
1305033545.2478 0.9698 -0.3773 0.6302 0.4594 0.7833 -0.3669 -0.2018
1305033545.2878 0.9679 -0.3746 0.6309 0.4624 0.7818 -0.3653 -0.2039
1305033545.3178 0.9662 -0.3731 0.6314 0.4642 0.7804 -0.3654 -0.2049
1305033545.3478 0.9644 -0.3719 0.6317 0.4664 0.7789 -0.3652 -0.2059
1305033545.3879 0.9617 -0.3703 0.6319 0.4709 0.7766 -0.3638 -0.207
1305033545.4178 0.9592 -0.3697 0.6317 0.4738 0.7743 -0.3639 -0.2088
1305033545.4479 0.9569 -0.369 0.6319 0.4766 0.7733 -0.3623 -0.2089
1305033545.4778 0.9541 -0.3685 0.6321 0.479 0.7716 -0.3618 -0.2105
1305033545.5178 0.95 -0.3685 0.6328 0.4817 0.7694 -0.362 -0.2119
1305033545.5479 0.9464 -0.3686 0.6334 0.4849 0.7671 -0.3624 -0.2124
1305033545.5779 0.9428 -0.3687 0.6341 0.4874 0.7652 -0.3627 -0.213
1305033545.6178 0.9374 -0.3691 0.635 0.4913 0.7623 -0.363 -0.2139
1305033545.6479 0.9329 -0.3695 0.6356 0.4939 0.7609 -0.3622 -0.2141
1305033545.6779 0.9278 -0.3707 0.6363 0.4951 0.7592 -0.3636 -0.2151
1305033545.7179 0.921 -0.3723 0.637 0.4958 0.7574 -0.3652 -0.217
1305033545.7478 0.9153 -0.3737 0.6375 0.4961 0.7564 -0.3666 -0.2176
1305033545.7778 0.9095 -0.3751 0.6377 0.4974 0.7547 -0.368 -0.2181
1305033545.8178 0.9013 -0.3771 0.6379 0.5001 0.7523 -0.369 -0.2186
1305033545.8578 0.8925 -0.3792 0.6378 0.5012 0.75 -0.3713 -0.2201
1305033545.8879 0.886 -0.3805 0.6377 0.5024 0.7486 -0.3719 -0.2211
1305033545.9178 0.8793 -0.382 0.6373 0.5034 0.7474 -0.3724 -0.2221
1305033545.9578 0.8701 -0.3841 0.6365 0.5056 0.7449 -0.3744 -0.2221
1305033545.9778 0.8656 -0.385 0.6361 0.5066 0.7446 -0.3743 -0.221
1305033546.0178 0.8564 -0.3868 0.6346 0.5074 0.7435 -0.375 -0.2216
1305033546.0578 0.8473 -0.3884 0.6326 0.5076 0.7439 -0.3744 -0.2208
1305033546.0878 0.8406 -0.3892 0.6314 0.5078 0.745 -0.3721 -0.2204
1305033546.1179 0.8332 -0.39 0.6305 0.5082 0.7446 -0.3717 -0.2217
1305033546.1479 0.8258 -0.3904 0.6299 0.5096 0.7438 -0.3713 -0.2216
1305033546.1879 0.8153 -0.391 0.6293 0.5135 0.7417 -0.3708 -0.2206
1305033546.2179 0.8071 -0.3915 0.6285 0.5164 0.7396 -0.3713 -0.2201
1305033546.2479 0.7985 -0.3915 0.6274 0.5183 0.7374 -0.3717 -0.2224
1305033546.2878 0.7873 -0.3918 0.626 0.5203 0.7368 -0.3686 -0.225
1305033546.3178 0.7785 -0.3922 0.6249 0.5209 0.7355 -0.3689 -0.2269
1305033546.3479 0.7699 -0.3923 0.6235 0.5225 0.7353 -0.3665 -0.2281
1305033546.3878 0.7575 -0.3927 0.6216 0.5215 0.735 -0.3654 -0.2329
1305033546.4178 0.7483 -0.3931 0.6205 0.5211 0.7348 -0.3648 -0.2356
1305033546.4478 0.7391 -0.3932 0.6195 0.5232 0.7334 -0.3632 -0.2377
1305033546.4878 0.7268 -0.3935 0.618 0.527 0.7317 -0.3614 -0.2372
1305033546.5178 0.7175 -0.394 0.6172 0.5297 0.7297 -0.3616 -0.2371
1305033546.5478 0.7087 -0.3945 0.6164 0.5305 0.7291 -0.3603 -0.2389
1305033546.5879 0.6971 -0.3954 0.6159 0.5304 0.7288 -0.3593 -0.2418
1305033546.6178 0.6885 -0.3963 0.6157 0.5292 0.7289 -0.3605 -0.2424
1305033546.6478 0.6801 -0.3974 0.6156 0.5289 0.729 -0.3612 -0.2417
1305033546.6878 0.669 -0.3984 0.6156 0.5292 0.7281 -0.3628 -0.2413
1305033546.7178 0.6611 -0.3988 0.6153 0.5316 0.7265 -0.3627 -0.2409
1305033546.7478 0.653 -0.3992 0.6152 0.534 0.7252 -0.3618 -0.241
1305033546.7879 0.643 -0.3997 0.6151 0.5365 0.7233 -0.3606 -0.2428
1305033546.8178 0.6354 -0.4003 0.6148 0.5373 0.7231 -0.3587 -0.2446
1305033546.8478 0.6281 -0.4009 0.6148 0.5376 0.7224 -0.3581 -0.2469
1305033546.8878 0.6184 -0.4022 0.6151 0.5393 0.7218 -0.3563 -0.2475
1305033546.9179 0.6112 -0.4037 0.6157 0.5397 0.7212 -0.357 -0.2473
1305033546.9478 0.6039 -0.4052 0.6165 0.5399 0.7203 -0.3584 -0.2474
1305033546.9879 0.5942 -0.4072 0.6176 0.5407 0.7192 -0.359 -0.248
1305033547.0178 0.5869 -0.4085 0.6183 0.5415 0.7187 -0.3588 -0.2479
1305033547.0478 0.5797 -0.4099 0.619 0.5418 0.7185 -0.3585 -0.2486
1305033547.0878 0.5703 -0.4119 0.6193 0.5423 0.7182 -0.3567 -0.2508
1305033547.1178 0.5629 -0.4136 0.6191 0.5416 0.7182 -0.3567 -0.2522
1305033547.1478 0.5557 -0.4151 0.6191 0.542 0.7185 -0.3551 -0.2529
1305033547.1878 0.5458 -0.4173 0.6195 0.5439 0.7168 -0.3536 -0.2557
1305033547.2178 0.5385 -0.4188 0.6194 0.5456 0.7161 -0.3523 -0.2558
1305033547.2478 0.5312 -0.421 0.6197 0.5474 0.7153 -0.351 -0.2557
1305033547.2879 0.5211 -0.4237 0.6199 0.5496 0.7139 -0.3494 -0.2574
1305033547.3178 0.5134 -0.4261 0.6198 0.5512 0.7127 -0.3483 -0.2587
1305033547.3579 0.5027 -0.4293 0.6197 0.5542 0.7108 -0.3464 -0.2601
1305033547.3879 0.4947 -0.4317 0.6198 0.5572 0.709 -0.3444 -0.2612
1305033547.4178 0.4867 -0.4341 0.6201 0.5607 0.7069 -0.3423 -0.2623
1305033547.4578 0.476 -0.4378 0.6203 0.5637 0.7053 -0.3403 -0.2625
1305033547.4899 0.468 -0.4405 0.6203 0.5646 0.7047 -0.3397 -0.2631
1305033547.518 0.4601 -0.443 0.6205 0.5643 0.7043 -0.3391 -0.2654
1305033547.5579 0.4497 -0.4457 0.6214 0.5656 0.7037 -0.3362 -0.2682
1305033547.5878 0.442 -0.4475 0.6222 0.5672 0.7026 -0.3353 -0.2686
1305033547.6179 0.4342 -0.4491 0.6229 0.569 0.7014 -0.3347 -0.2688
1305033547.6584 0.424 -0.4514 0.6235 0.5707 0.7002 -0.3334 -0.2699
1305033547.6878 0.4163 -0.453 0.6236 0.5695 0.7005 -0.3328 -0.2724
1305033547.7178 0.4087 -0.4548 0.624 0.5686 0.7012 -0.3318 -0.2738
1305033547.7578 0.3985 -0.4573 0.6245 0.5691 0.7009 -0.3312 -0.2741
1305033547.7878 0.3906 -0.4591 0.6247 0.5708 0.6992 -0.3321 -0.2738
1305033547.8178 0.3829 -0.4608 0.625 0.5724 0.6981 -0.3321 -0.2734
1305033547.8578 0.3724 -0.4634 0.6249 0.573 0.6973 -0.3326 -0.2735
1305033547.8878 0.3645 -0.4654 0.6244 0.5727 0.6971 -0.3338 -0.2734
1305033547.9178 0.3568 -0.4674 0.6231 0.5733 0.6972 -0.3337 -0.2717
1305033547.9578 0.346 -0.4699 0.6209 0.5739 0.6982 -0.3329 -0.2689
1305033547.988 0.3378 -0.4716 0.6191 0.5728 0.6998 -0.3323 -0.268
1305033548.0178 0.3293 -0.4734 0.6178 0.5718 0.701 -0.3324 -0.267
1305033548.0579 0.3175 -0.4759 0.616 0.5695 0.7017 -0.3354 -0.266
1305033548.0879 0.3087 -0.4778 0.6149 0.5684 0.7028 -0.3366 -0.2639
1305033548.1178 0.2998 -0.4795 0.6137 0.5667 0.7043 -0.3375 -0.2626
1305033548.1578 0.288 -0.4813 0.6126 0.566 0.7047 -0.3382 -0.262
1305033548.1878 0.2791 -0.4825 0.6122 0.5665 0.7051 -0.3385 -0.2594
1305033548.2178 0.2705 -0.4837 0.6118 0.5662 0.7057 -0.3397 -0.257
1305033548.2579 0.259 -0.4856 0.6107 0.5648 0.7077 -0.3402 -0.2538
1305033548.2878 0.2502 -0.4871 0.6098 0.5637 0.7087 -0.341 -0.2525
